gene_name,indices
MIR4300HG,106107
COL25A1-DT,106109
DDX11-AS1,106110
LINC02142,106121
ANKRD42-DT,106124
KLRK1-AS1,106129
DACT3-AS1,106131
LINC02709,106134
DEPTOR-AS1,106136
LIFR-AS1,106137
NRAV,106138
FAM13A-AS1,106140
STARD4-AS1,106142
SMARCA5-AS1,106143
GS1-24F4.2,106146;216193
TTBK2-AS1,106148
TNFRSF10A-DT,106149
ZCCHC3,106152
MINDY2-DT,106155
OIP5-AS1,106157
USP51,106158
LINC00861,106161
RAB30-DT,106163
RPL30-AS1,106164
LINC01096,106166
MTCYBP18,106167
C16orf46-DT,106168;274530
LINC02226,106169
ZBED5-AS1,106171
SLCO5A1-AS1,106172
UBE2D3-AS1,106175
DYNC1LI2-DT,106176
MIR3150BHG,106177
DPH6-DT,106178
CRNDE,106181
GUCY2C-AS1,106182
PSG10P,106184
SNCA-AS1,106186
TUBAP14,106187
EXTL3-AS1,106188
SDAD1-AS1,106189
SUPT4H1P2,106190
GNAO1-DT,106191
SAP30L-AS1,106194
LNCRNA-IUR,106199
ITFG2-AS1,106200;214538
VPS33B-DT,106201
CASC8,106203
ARHGAP42-AS1,106204
CIBAR1-DT,106205
ASTILCS,106210;273165
LINC02453,106214
RORA-AS1,106219
MISFA,106221
FBXO38-DT,106226
LINC02616,106231
LINC00926,106232
NADK2-AS1,106236
FAM111A-DT,106237
FABP6-AS1,106238
FRG1-DT,106239;199204;199609;200998
ARHGAP11B-DT,106240;205252
LINC00847,106242
TNFRSF10B-AS1,106246
DNM1P35,106251
SORL1-AS1,106256
SMARCAD1-DT,106257
H2AZ1-DT,106258
MIR4458HG,106259
LRP4-AS1,106262
P4HA3-AS1,106267
LINC02211,106270
NR2F2-AS1,106273
SKOR1-AS1,106275
LINC01498,106276
LY6E-DT,106279;204299
DIAPH1-AS1,106283
CEP170P1,106290;317354
EDIL3-DT,106294
ARL15,106308
CAB39P1,106312
LINC02499,106326
CIBAR1P2,106343;108488
MTND4LP2,106347
HMGB1P21,106348
CCT5P1,106349
ALG1L7P,106352
LINC01340,106358
KRTAP5-14P,106361
OR7E94P,106364
HAND2-AS1,106366
ADGRL3-AS1,106369
C1QTNF7-AS1,106373
IQCM,106374
TMEM167A,106375
LDHAL6CP,106380
THOC3-AS1,106381
ZBED1P1,106390
LNX1-AS1,106397
RPL38P4,106400
LINC03122,106418
FAM193B,106426
LNX1-AS2,106433
ZFP62,106435
LINC01267,106439
LINC02434,106441
RBBP4P1,106446
LINC02241,106449
HEATR5A-DT,106452
ZBED3-AS1,106454
CHP1P1,106469
FGF10-AS1,106474
GTF2IP9,106477
CASC11,106480
LINC00939,106488
BEND4,106495
PIMREGP2,106497
NAIPP1,106502
LNCPRESS2,106524
NUP58P1,106545
NOP16,106573
CICP16,106603
TMEM185A,106609
LINC02145,106631;273960
GUSBP8,106639
LINC02197,106646;189613;199743
TTC23L,106659
LINC02149,106664
ACTN3,106674
MAML3,106678
UBE2CP3,106695
HMGXB3,106697
PPM1AP1,106718
BORCS8P1,106720
SERINC5,106725
LINC00499,106735
RNF138P1,106742
WDR45P1,106751
LINC00955,106752
RCC2P8,106755
TRAV31,106756
NPM1P27,106760
ANKRD17-DT,106764
HMGB1P3,106773
CXCL1P1,106775
OR7E26P,106777
ADGRL3,106783
OR5H3P,106785
ZNF652-AS1,106790
ADAMTS19-AS1,106794
IFT122P1,106795
MARCHF11-AS1,106801
MTND5P12,106813
NUDT16,106814
ZNF859P,106821
SLC25A14P1,106829
TNRC18P1,106835
LINC02055,106859
PCDHGB8P,106880;110458
TACR3-AS1,106889
LSM3P4,106900
TENM3,106902
LINC02492,106904
MSANTD3-TMEFF1,106923
ZNF595,106926
PELO-AS1,106940
TRIM52,106950
THBS4-AS1,106952
LINC02462,106954
TRIM75,106972
ACTR3BP4,106973
LINC01470,106987
USP46-DT,106989
GZMAP1,106992
HHIP-AS1,107003
LINC01511,107004;202652
MAD2L1-DT,107009;203176
OR12D1,107018;112214;112689;112944;116900;117302;271126
LINC01099,107026
ABHD17AP3,107029
LINC02355,107033
MFFP2,107035
LINC02997,107039
PURPL,107040
LTO1P1,107041
MGAT4D,107042
MTND4P29,107054
NR2F1-AS1,107064
CFAP53P1,107066
LINC02268,107068
DCANP1,107071
TUBB1P1,107072
OR5H5P,107089
LINC01455,107092
MRPS30-DT,107102
TAF11L12,107107
LINC02517,107109
DDX60L,107112
HSPD1P1,107121
IGBP1P4,107124
LINC00616,107129
MTCO2P9,107134
ARL4AP1,107140
NREP-AS1,107158
LINC01094,107172
LINC01365,107177
LINC02218,107178
LINC02198,107179
CAPSL-DT,107180
TECRP2,107181
JRK,107183
LINC02215,107227
ALG1L3P,107237
PSME2P3,107251
ECM1P2,107257
TRPC6P7,107258
C5orf60,107260
HMGB1P35,107262
SPCS3,107264
NIFKP7,107267
LINC02115,107269
SF3A2P1,107274
AIG1P1,107277
MARK2P4,107281
GDNF-AS1,107282
LINC02063,107312
DYNLL1P6,107335
GBA3,107337;274409
PANCR,107350
LINC01060,107352;199181
MESTP3,107354
LINC02513,107359
MTND6P8,107365;274898
AACSP1,107379;123080
SLC2A9-AS1,107385
GJD2-DT,107388
EFCAB12,107390
KLRA1P,107391
FTH1P24,107393
TXNRD1,107397
TUNAR,107410
MGC32805,107414
LINC01182,107415
EEF1A1P13,107418
KATNBL1P4,107425
ITGA2-AS1,107437
LINC02160,107451
MTCYBP17,107453
PRDM8-AS1,107463
LINC01095,107466
FAM177A1P1,107471
PRELID3BP7,107479
LINC01596,107482;199109;199394;200845
GASK1B-AS1,107484
NGFR-AS1,107495
EPHA5-AS1,107496
MTCYBP35,107501
GAPDHP38,107503
TDO2,107505;162108
LINC02374,107508
FTLP10,107517;109392
SV2C-AS1,107522
MTCO2P30,107530
LINC02515,107543
LINC02161,107555
THAP9-AS1,107567
KCNN2,107568
NOP14-AS1,107571
MCTP1-AS1,107572
LYSETP1,107578
LINC01181,107579
EVA1CP6,107583
TRIM36-IT1,107584
MMAA,107589
NENFP3,107594
CHCHD2P2,107601;192265
LINC02114,107612
MORF4L2P1,107616
MTND5P5,107619
LINC00923,107623
RNF14P2,107625
TMEM158,107626
TRPC6P6,107627
BNIP3P41,107629
NDUFA5P12,107649
NPY6R,107659;113894
PRELID3BP6,107690
LINC02059,107694
MTND5P9,107703
SEC63P2,107712
LINC02148,107723
LINC02057,107727
PGAM1P9,107732;207487
HTT-AS,107738
FKBP6P1,107744
BIN2P2,107745
TMEM183AP2,107746
OR7E43P,107753
LINC02431,107771
OR10J7P,107774;274354
MYL12BP2,107787
LINC02435,107788
UBE2V1P12,107792
THAP12P9,107805
LINC02102,107818
OR7E46P,107819
SCARNA22,107820
PRSS3P1,107824;206383
HNRNPA1P44,107827
MTND6P16,107834
ATP6V1G1P6,107835
NEUROG2-AS1,107837
PGAM1P1,107842
ALYREF,107843
HAFML,107845
OR7E55P,107854;243787
UGDH-AS1,107859
FAM138D,107894;162162
ANKRD50,107905
USP17L30,107921
CSNK1A1P3,107922
LINC00992,107924
WDR36,107938
CNOT6L,107939
TRAJ51,107943
LINC02173,107947
KCTD9P5,107955
PARAIL,107959
TIMM8B,107962
LINC02508,107974
LINC01521,107993
SUMO2P4,108002
HMGB3P17,108004
SYT9-AS1,108013
LINC03074,108014
USP17L18,108016
CRYZP2,108024
LINC00958,108036
LINC02272,108042
LINC02146,108049
SRP14-DT,108050
EXOC1L,108055
HSPD1P18,108057
CYCTP,108058
PRAMEF31P,108065;205145;208406
PCAT4,108066
C5orf34-AS1,108076
FAM242C,108077
AK3P4,108082
LINC02488,108086
STK32A-AS1,108094
BACH1-IT1,108095
FAM151B-DT,108097
REELD1,108108
PSMA2P2,108113
PDLIM1P4,108121
MTA1-DT,108126
LINC02108,108127
LINC02239,108133
GCLC,108145
LINC00613,108155
LINC00498,108159
SNRPCP2,108160
AK4P2,108162
CDH12P2,108181;203759
LINC02397,108195
LINC02214,108202
LINC00492,108216
ASS1P8,108217
SUMO2P17,108218
COL6A4P2,108222
PCP4L1,108227
RPSAP70,108240
LAMTOR3P2,108253
USP17L24,108255
RTEL1P1,108262
USP9YP2,108275
RPEP1,108278
LINC01612,108280
LINC01411,108283
ANKDD1B,108285
SLIT3-AS1,108296
CASC9,108300
DSTNP2,108302;183417
USP17L28,108307
LINC02105,108314
LIX1-AS1,108337
RPL6P23,108365
LINC02213,108393
OR7E129P,108398
PPP4R2P1,108399
OR10J8P,108401;274355
LINC00964,108405
INTS6P1,108414
FOXO1B,108418
GCNT1P2,108421
PTTG2,108425
RPF2P2,108432
PVT1,108450
GSTO3P,108462
SPOPLP3,108465;200142
SLC29A4P2,108474
LINC02430,108480
SRP72,108482
LY75-CD302,108487
LINC02021,108526
KRT8P31,108528
DMXL1-DT,108534
ENPP7P10,108541
USP17L14P,108550
ATG10-AS1,108558
IRF5P1,108562
CCNB3P1,108565
FLJ46284,108570
KIF28P,108573
PART1,108585
FLJ12825,108597
ESAM-AS1,108632
OR7E111FP,108638
LINC01587,108642
GSTCD-AS1,108654
KRT18P51,108665
OR10J4,108669;275411
LINC02615,108680
EPPIN-WFDC6,108684
TMEM108-AS1,108688
BIN2P1,108690
MTND3P3,108697
METTL5P2,108701
C16orf82,108724
WBP1LP4,108732
KRT18P42,108735
LINC02437,108739
TRIM51CP,108759
LINC00504,108772
UGT2B27P,108774;200728
H3P24,108780
F11-AS1,108783
RASGRF2-AS1,108787
NCAPGP1,108790
PDCD6-AHRR,108791
VN1R104P,108793
LINC02502,108799
EFNA4-EFNA3,108815
PPIAP77,108819
LINC00536,108828
LINC02111,108829
AK4P6,108838
PRKG2-AS1,108843
RBX1P2,108847
BOLA3P3,108849
OR7E28P,108856
LINC01194,108861;190916
GOLGA2P8,108866
ZNF474-AS1,108874
MIR302CHG,108880
GAPDHP40,108882
SNORA58,108883
MANBA,108900
SNX18P24,108909
HPRT1P2,108910
CARMN,108914
EGFLAM-AS3,108925
APELA,108927
SUMO2P6,108931
HAUS1P1,108932
IFITM3P1,108939
PCDH10-DT,108944
COX7A2P2,108946
LINC02505,108952
SELENOP,108963
PSME2P4,108964
HMGB1P22,108969
COPS3P1,108985
LINC02438,108998
GK3,109004
HSPA8P19,109007
PCNAP1,109010
RAB5CP2,109015
R3HDM2P1,109028
LINC02270,109032
YWHAEP4,109035
LINC01377,109041
MRPL22P1,109043
LINC02758,109054
SNRPCP13,109060
LINC01019,109080
KRT18P63,109097
CFAP100-DT,109101
CACNA1G-AS1,109125
TRMT112P1,109143
GUSBP16,109144
LINC02120,109146
LINC00491,109154
SORCS2,109156
SLC25A15P3,109157
ANXA2P1,109163
HSPD1P15,109193
MTCO1P9,109196
NMNAT1P4,109215
CARMIL2P1,109225
NUDT19P5,109235
PGAM1P12,109237
LINC01018,109241
NAMPTP2,109243
TERF1P3,109251
HMGB1P29,109269
LINC02900,109273
UBTD2P1,109279
UNC93B4,109287
HOXC-AS1,109306
WDR77P1,109317
LINC01339,109318
ARHGAP22-IT1,109322
LINC02511,109339
LINC02379,109342
OR7E99P,109349
RPS4XP20,109350
SNX5P1,109356
HNRNPA1P56,109365
ZFAT-AS1,109371
TUBAP15,109374
CATSPER2P2,109380
HMGN1P13,109389
FZD10-AS1,109400
BCLAF1P1,109405
PITX1-AS1,109420
SUDS3P1,109423;192869;200753
LINC02217,109432
OR7E86P,109446
LINC02101,109449
TMEM69P2,109475
AKIRIN2P1,109484
LINC02118,109485
LINC01846,109494
CIDECP2,109496
ENPP7P11,109501
ATP5MGL,109505
PPP2R2B-IT1,109506
HNRNPA1P55,109517
ADH1C,109523
OR7E163P,109524
GUSBP17,109527
MRPL49P1,109531
TBC1D3P6,109534
TERLR1,109549
HSP90AB3P,109562
LINC01950,109570
MTND6P4,109575
RHOQ-AS1,109581
BCL9P1,109584
PDLIM7-AS1,109594
TOMM40P3,109595
MTRF1LP2,109596;214272
SNRPCP16,109598
GAPDHP56,109600
LARP1BP1,109604
H3P15,109606
LINC02891,109607
C4orf46P2,109611
MFSD14CP,109630;221811
BCRP4,109638
CTDNEP1P2,109642
LINC01586,109647
LINC02236,109650
RMEL3,109662
SPICP5,109670
LINC00589,109675
TARS2P1,109678
USP17L20,109701
MTHFD2P6,109718
LINC02360,109741
LINC01386,109742
SMIM20,109743
BRD9P2,109749
LINC01016,109766
SMAD5,109767
PTPN11P5,109771
TNPO1-DT,109793
PITPNM2-AS1,109796
SSX8P,109810
KRT18P31,109817
ANKRD33B-AS1,109839
MTND3P24,109841
IRX4-AS1,109868
LINC02436,109870
PABPC1P1,109877
MTCO1P31,109884
BTF3L4P4,109903
FOXL3,109904
PAUPAR,109908
DDX3P3,109909
LINC01957,109911
CSRP2P2,109925
LINC02485,109930
USP17L21,109931
LINC01187,109948
MLLT10P2,109951;208056;209005
CCNO-DT,109952
FAM90A3,109960;216421
MTND2P33,109967
MAPRE1P2,109974
LINC02469,109975
OSMR-DT,109978
LINC01093,109992
TUBAP10,109994
TICAM2-AS1,109998
GUSBP13,110003
LINC02064,110005
LINC02106,110045
CHORDC1P3,110056
LINC03123,110059
THUMPD3P1,110065
PMS2P7,110067
SPOPLP1,110068
EEF1GP8,110075
MRPL57P6,110079
USP32P1,110103
P3R3URF,110108
TUB-AS1,110110
LINC01331,110119
PRPS1L1,110124
USP17L23,110125
RAP1BL,110127
CEP72-DT,110135;200246
SLC25A30-AS1,110139
HSP90AA6P,110140
LINC02432,110151
LINC02199,110160
MEF2C-AS1,110168
CCDC192,110173
SEM1P1,110193
SLED1,110231
RACK1P1,110232
PCDHA14,110239;273782
LINC02208,110254
HMGN2P4,110257
SUMO2P5,110272
RPL34-DT,110276
OR5M14P,110283
LINC01948,110313
SLC16A14P1,110321
ARL2BPP4,110328
PPIC-AS1,110332
TAS2R50,110340;164770;190062
SPICP4,110344
SMIM15-AS1,110372
HSP90AA4P,110382;203775
CBR4-DT,110398
NUP210P3,110424
NDUFB2P1,110426
TMEM30BP1,110427
MTCO3P9,110443
AGA-DT,110473
LINC00603,110477
EPIST,110484
VPS51P13,110490
LINC01259,110503
ADGRF2P,110511
HSP90AB2P,110533
LINC02465,110541
GIMD1,110580
USP17L16P,110582
PRDX4P1,110610
UCHL1-DT,110611
GOLGA6L3P,110618
USP17L5,110644
CCT6P2,110651
ASS1P10,110652
TARS1-DT,110665
GUSBP18,110683
KRT18P56,110684
FKBP4P1,110692
LINC02242,110706
RPL37P25,110714
SMIM31,110717
GOLGA5P1,110722
SH3TC2-DT,110723
GAPDHP61,110728
HMGB3P15,110730
SNHG27,110735
KCTD16,110760
LINC02172,110765
MTATP6P22,110768
ARL4AP2,110777
LINC02039,110821
RNPS1P1,110827
CCDC34P1,110831
METTL5P3,110834
ARHGAP42P1,110861
LINC02372,110868
USP38-DT,110872
LINC02058,110877
PGAM1P13,110883
PARM1-AS1,110901
ANKHD1-DT,110904
IGBP1P5,110907
C8orf17,110918
KRT19P3,110929
SEMA6A-AS1,110939
LINC02200,110946
RAI14-DT,110947
PDCD5P2,110951
LINC01020,110978
LINC02228,110979
CLUHP4,110983
HIGD1AP14,110995
COX5BP1,110999
VEGFC,111011
LINC02475,111012
MARK2P5,111022
ERVH-1,111037
SERBP1P6,111072
RTRAFP2,111078
MTND4P2,111122
RASA2-IT1,111125
HMGB1P28,111133
NDNF-AS1,111137
HERC2P9,111141;130687;204446;206089
SEPSECS-AS1,111146
FAM138E,111147;242988
RBMXP4,111148
MTND4P9,111169
LINC01179,111187
PALLD-AS1,111190
MRPS33P2,111197
LINC01098,111215
LINC02619,111254
ALDH1L1-AS1,111263
LINC02899,111272
LINC02121,111282
AK3P2,111303;204943
UBL5P1,111306
PPP4R2P4,111308
DUTP7,111309
APOC1P1,111310;162616
ADH5P5,111313
CHCHD2P7,111334
LINC02945,111336
SEPTIN14P8,111349
SLC25A15P5,111355
HMGB3P16,111358
PHOX2B-AS1,111359
CFL1P5,111367;196602
GTF2H2B,111383
TMEM184C-DT,111390
LINC01333,111400
USP32P2,111409
LINC02221,111412
RBBP4P6,111413
LINC02428,111414
CBX3P3,111421
LINC01091,111423
PMPCAP1,111426
KRT8P33,111437
NDUFB5P1,111445
KRTAP4-17P,111461;274745
PES1P1,111473
DUX4L51,111480
LINC00989,111482
SNHG18,111486
GAPDHP43,111498
MTND4LP22,111510
IARS2P1,111522
LINC02283,111534
MRPS35P2,111535
PKD2L2-DT,111571
LINC02494,111580
HMGN1P16,111595
LINC02275,111600
NOL8P1,111621
OR7E93P,111630
OR7E59P,111647
LINC02276,111666
BCL2L12P1,111668
LINC02994,111681
TMLHEP1,111701
STMN1P2,111706
LINC00604,111708
GUSBP15,111710
SLC25A48-AS1,111723
OXCT1-AS1,111729
H3P22,111748
LINC02260,111752
LINC02229,111754
LINC02415,111769
TUBBP5,111790
GLUD1P3,111809
YWHAQP6,111814
BRCC3P1,111817
LINC02383,111821
LINC02381,111822
RAF1P1,111824
HMGB1P44,111852
PRELID3BP5,111867
C2CD5-AS1,111869
LINC02171,111872
HSPE1P10,111883
HSPD1P11,111895
CDRT15P11,111905
HMGN1P11,111918
UGT2B26P,111922
NPY2R-AS1,111936
KLHL2P1,111940
ADAM20P3,111954
GSCAR,111962
LETR1,111974
SLC1A3-AS1,111986
ATP5PFP4,111987
H2AL1Q,111999
POU5F1P7,112000
SEMA6A-AS2,112006
LINC02509,112024
ALG3P1,112040
LINC01303,112057
MALAT1,112061
HSPA8P11,112068
USP17L9P,112071
FHIP1A-DT,112074
ATP5MC2P5,112077
TMEM92-AS1,112078
B4GALNT2P1,112084
ZDHHC11B,112086
HNRNPA1P65,112097
AMD1P3,112098
TRIM7-AS2,112100
CCDC74BP1,112103
GCLC-AS1,112107
TMEM132D-AS1,112144
KRT18P25,112148
STPG2-AS1,112150
SMAD1-AS2,112153
LINC02479,112158
OR7E85BP,112171
ST13P12,112172
ANK2-AS1,112173
ALG1L9P,112182;133669
LINC02174,112188
DPP3P1,112194
EGFLAM-AS1,112196
NBPF22P,112198
LINC02201,112202
KRTAP13-6P,112209
NCBP2L,112210
UGT2B29P,112229;200529
PPP1R14BP3,112238
MARCHF11-DT,112242
LINC02514,112258
MYLKP1,112274
EEF1A1P35,112309
ENPP7P3,112314
IGKV1D-37,112319
GAPDHP66,112321
POLR2MP1,112322
TRAJ55,112324
ZFPM2-AS1,112332
H3P23,112337
LSM2P2,112360
B3GNTL1P1,112361
LMNB1-DT,112370
MTCYBP16,112372
DIS3L2P1,112381
MTND3P25,112417
USP17L25,112441
RPS17P9,112465
OR5AC4P,112472
GOLGA8O,112475
MAPK10-AS1,112485
GAPDHP31,112488
GUSBP3,112509;116063;190612
EEF1GP2,112513
PTTG1IP2,112517
OR7E103P,112522
LINC02147,112528
LINC02507,112531
FAM47E-STBD1,112538
MTCYBP40,112551
ZNF475,112561
LDHAP1,112578
UNC93B7,112593
YBX1P5,112595
LINC02116,112607
LINC02240,112608
UQCRBP3,112633
MTCO3P42,112638
HPRT1P1,112646
RLIG1P3,112647
AGGF1P1,112648
CUL1P1,112657
NDUFB4P2,112662
OR7E130P,112672
LINC02512,112690
ENPP7P1,112697;276129
LINC02496,112699
LINC01861,112708
NACAP6,112710
TRPC6P2,112728
FGF7P4,112731
SPOPLP2,112739;203612
TRAPPC2P7,112783
NIPAL4-DT,112788
DPPA4P2,112791
USP17L26,112793
RBM48P1,112794
PGBD4P4,112805
MRPS31P4,112816
KCNJ10,112829
HNRNPA1P4,112834
VPS51P18,112852
PCBP2P3,112853
KRT8P4,112861
ATP1B1P1,112890
SEPTIN14P22,112897
LINC02429,112903
LINC02510,112916
STRCP1,112919;246181
FAM86KP,112929
HSPE1P23,112946
COX6B1P5,112951
LNCBRM,112952
MTX3,112958
FAM90A4P,112960
NACAP5,112966
HOXC-AS3,112973
HIGD1AP13,112980
EXOC7P1,112981
SLC25A5P9,113001
LINC02065,113019
TRIM60P15,113023
LINC02232,113026
TILAM,113036
LINC02075,113041
C9orf78P2,113046
LINC02493,113055
LINC02269,113057
RPL7L1P7,113075
MTCO3P7,113095;274893
LINC02220,113148
SLC7A11-AS1,113149
SERBP1P5,113162
SPDYE18,113171
BCRP6,113189
VPS51P7,113192
TPT1P8,113195
GUSBP9,113211
ZNF718,113240
ABITRAMP1,113244
TUBB8P3,113247
TXNP6,113255
OR51K1P,113276
CASC16,113298
ATP5F1EP1,113312
PARP4P3,113320
H3P18,113321
MEF2C-AS2,113329
MIR3945HG,113339
FBLP1,113350
LINC02113,113352
LLPH-DT,113367
FCF1P8,113371
KRT18P16,113382
ZNF969P,113389
SALL4P1,113395
XKRY,113431;198663
LINC02501,113454
BTG4P1,113455
JMJD4P1,113456
LINC02225,113474
WDFY3-AS1,113479
H3P21,113482
LINC02231,113487
OR1X5P,113492
OR52Z1P,113497
UGT2A3P7,113507
KRT18P35,113508
CPOX,113509
PTPN11P2,113518
LINC02503,113522
CDC42P4,113524
DIO3,113525
HMGB3P3,113540
SNX18P25,113552
EXOC5P1,113555
LINC02265,113563
MTND1P22,113579
AFF4P1,113581
CLMAT3,113582
NUP210P2,113583;169851
TMEM248P1,113585
SHLD3,113589
FABP5P6,113592
RACK1P3,113604
LINC02196,113621
MTCYBP37,113639
HNRNPA1P13,113643
LINC02223,113645
LTV1P1,113671
LINC01234,113678
DDX43P1,113696
SPMAP2L,113699
IMPA1P1,113701
PPIAP11,113711
BMPR1B-DT,113770
PPBPP1,113782
C1GALT1P2,113787
TAF11L11,113809
OR5H4P,113820
SNX18P23,113835;243295
FAM90A21P,113841;202469
SEMA5A-AS1,113845
HDGFL1,113848
GLDCP1,113850
VWA8P1,113852
HNRNPKP1,113857
MTND3P22,113889;242865
LINC02380,113911
RPL13AP26,113912
ALDH7A1P1,113925
MTCO3P44,113929
KRT19P6,113935
MED28-DT,113960
LINC02753,113963
OR7E83P,113970
MTND5P11,113984
FOSL1P1,113988
KHDC1P1,114000
ABT1P1,114006
LINC02742,114016
GTF2F2P1,114025
ASNSP4,114042
OR51A1P,114048
HSPD1P5,114065
NSA2P6,114076
FAM90A2P,114079
CLRN2,114083
RAC1P2,114098
CCDC169-SOHLH2,114100
TRMT112P5,114106
LINC02230,114107
SUMO2P7,114111
LINC01085,114125
POLD2P1,114147
ANKRD49P3,114160
JRKL-AS1,114166
HMGB3P13,114184
ZSWIM5P3,114186
USP17L22,114200
HMGB1P47,114201
TRPC6P9,114205
TOMM22P4,114234
PTPN11P4,114273
CRLF3P2,114295
LINC02122,114303
APOBEC3AP1,114304
ARPP19P1,114310
LINC02144,114324
TPT1P5,114338
KRTAP5-13P,114366
GJA1P1,114379
PTGES3P3,114380
UGT2B25P,114403
HSD3BP4,114408
GAPDHP71,114426
HNRNPKP3,114433
BCRP7,114442
USP17L17,114459
VPS51P10,114468
FHDC1,114486
LINC02112,114500
SEPHS2P1,114502
MYOZ3-AS1,114510
MSNP1,114522
WEE1P1,114527
NDUFB4P9,114528
ALG1L11P,114541;275742
LINC02754,114558
USP17L29,114561
ARPC1AP3,114568
DDX18P4,114570
H3P20,114573
RPL7L1P13,114579
PIMREGP4,114600
ANKRD20A17P,114619
USP9YP5,114641
MTND1P19,114650
SLIRPP2,114657
TUBB8P4,114675
MTND6P17,114679
SEPTIN7P14,114690
C4orf54,114693
NAIPP2,114695
WWC2-AS1,114711
RPL7L1P14,114719
LINC02480,114734
HSPA8P4,114736
UNC93B8,114761
LUCAT1,114776
MRPS17P9,114781
LINC02600,114784
OR10J9P,114788;274356
OR5BM1P,114865
KRT8P46,114877
LINC02483,114883
FAM90A26,114887
SAP18P1,114895
DNM1P17,114914
VCAN-AS1,114922
LINC01574,114946
POGLUT2P1,114948
ADAMTS16-DT,114982
OR7E85P,114990
LINC02278,114996
MAF1P1,115001
FTH1P21,115003
RAC1P5,115006
LINC02701,115022
KCTD9P2,115025
HNRNPA3P13,115043
MTND6P2,115045
TAF11L14,115046
PCDHA4,115048;273760
LINC02504,115057
ARHGEF38-IT1,115074
LINC02472,115079
PPP4R2P5,115081
GAPDHP76,115089
LINC02125,115090
TUBB4BP5,115093
C8orf34-AS1,115105
LINC01385,115120
EEF1A1P21,115160
FAM76AP1,115215
TBCAP3,115257
PTP4A1P4,115260
LINC00290,115268
PGAM4P2,115271
EGFLAM-AS4,115276
RPL39P5,115284
TTC39CP1,115292
LINC01258,115296
RPL23AP94,115297
LINC02162,115300
LINC02500,115322
GCSHP1,115328
MRPS36P2,115342
MTND2P31,115371
EGFLAM-AS2,115372
LINC02405,115390
SPCS3-AS1,115400
PDCD6-DT,115408
LINC02477,115417
SCOC-AS1,115448
LINC02999,115495
ARL2BPP6,115502
ZRSR2P1,115528
LINC01438,115532
MTND3P5,115536
ICE2P1,115537;201889
ANP32CP,115568
CCNL2P1,115579
LINC02103,115582
PSMC1P5,115583
KRT8P32,115594
MAPK6P1,115597
LINC02261,115603
PHB1P14,115616
NAIPP4,115635;138580
TRMT112P2,115637
HOXC13-AS,115643
NPM1P41,115647
ZCCHC10P2,115657
GOLGA2P1,115659
LINC02100,115690
CCDC188BP,115699;201080
RPL7L1P4,115714
EVA1CP1,115724
ROPN1L-AS1,115745
MTND5P13,115753
LYPLA1P2,115809
MARCOL,115826
PPBPP2,115842;116922
LINC02150,115849
RCC2P4,115852
NAIPP3,115856
CHD1-DT,115866
LINC02482,115870
NCOA4P3,115889
LINC02728,115893
LINC02506,115897
BTF3P13,115908
FTH1P9,115930
LINC01256,115948
EIF3KP1,115955
COMMD5P1,115961
TECRP1,115975
CLSTN2-AS1,115976
CCNHP1,115978
MCIDAS,115979
MFSD4BP1,115995
NCOA4P4,116002;243434
MTCO3P28,116015
LINC02216,116028
GAPDHP35,116031
LINC02267,116052
NPM1P21,116053
KRT18P54,116055
LINC02714,116060
ASS1P9,116080
RPL7AP29,116088
TRIM60P14,116098
SEPTIN14P4,116099
MRPS33P3,116109
NIFKP2,116114
NDUFB4P12,116117
FAM86HP,116118
OR7H2P,116131
EVA1CP2,116146
GAPDHP44,116154
USP9YP1,116161
APOOP4,116170
HOXC-AS2,116173
LINC02222,116175
SMAD1-AS1,116181
TSEN2P1,116190
WSPAR,116198
CDH18-AS1,116207
OCIAD1-AS1,116210
PPP1R9B,116213
FOXD1,116228
NRBF2P6,116251
MTCYBP43,116252
TPI1P4,116260
EEF1A1P19,116265
LDHAL6DP,116292
SRP14P3,116293
LINC02117,116296
LINC01262,116304;201590
PFDN1P2,116334
LINC02233,116335
GUSBP12,116343
HMGN1P17,116350
APOBEC3B-AS1,116371;163097
LINC01962,116380
COQ10BP2,116409
ST3GAL1P1,116414
SEPTIN7P10,116424
LINC02484,116446
GAPDHP60,116449
RPL6P11,116453
HMGN1P15,116469
CTBP2P4,116480
GAPDHP30,116536
TRPC7-AS2,116541
ZNF519P4,116587
LINC02014,116589
AKTIPP2,116618
MTATP6P1,116627
MRS2P1,116629
IGKV1OR2-1,116630
SETP12,116638
RARRES2P4,116644;209189;210156
GMPSP1,116645
OR5H7P,116653
FGF7P7,116682
OR7E35P,116703
ACTN4P1,116729
DCAF13P2,116741
ATP5MGP3,116773
LINC02061,116775
ALG1L14P,116780
MAST4-IT1,116789
TMEM183AP6,116791
DNAH10OS,116802;205798
CXXC5-AS1,116830
TCP11X3P,116832
TMPRSS11BNL,116838
ACTR6P1,116853
PRMT5P1,116887
BCRP5,116905
KRTAP9-12P,116919;165296;274746
MTCO3P27,116927
LINC02358,116938
LINC01217,116952
UGT2B24P,116964
DTWD1P1,116976
ENPP7P9,116978
TRPC7-AS1,116980
EIF3KP3,116981
FAM90A15,116985
TRD-AS1,116992
HADHAP1,117015
GUSBP14,117037
CYP4F27P,117068;274927
CTD-2194D22.4,117078
SERF1AP1,117084
RPL23AP96,117100
RDH10-AS1,117105
OR52H2P,117112
